institution,state,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate,pslf_class,pslf_evidence,city
Thomas Hospital,AL,Medicine-Preliminary,1009140P0,140,Internal Medicine,P,Preliminary,2024,5,1,0.2,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1009140P0,140,Internal Medicine,P,Preliminary,2023,6,0,0.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1009140P0,140,Internal Medicine,P,Preliminary,2022,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1009140P0,140,Internal Medicine,P,Preliminary,2021,6,3,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Psychiatry,1009400C0,400,Psychiatry,C,Categorical,2025,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Emergency Medicine,1852110C0,110,Emergency Medicine,C,Categorical,2025,8,8,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Emergency Medicine,1852110C0,110,Emergency Medicine,C,Categorical,2024,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Emergency Medicine,1852110C0,110,Emergency Medicine,C,Categorical,2023,6,5,0.8333333333333334,ambiguous,,Fairhope
Thomas Hospital,AL,Emergency Medicine,1852110C0,110,Emergency Medicine,C,Categorical,2022,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Emergency Medicine,1852110C0,110,Emergency Medicine,C,Categorical,2021,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Family Medicine,1852120C0,120,Family Medicine,C,Categorical,2025,6,3,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Family Medicine,1852120C0,120,Family Medicine,C,Categorical,2024,6,4,0.6666666666666666,ambiguous,,Fairhope
Thomas Hospital,AL,Family Medicine,1852120C0,120,Family Medicine,C,Categorical,2023,6,2,0.3333333333333333,ambiguous,,Fairhope
Thomas Hospital,AL,Family Medicine,1852120C0,120,Family Medicine,C,Categorical,2022,6,3,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Family Medicine,1852120C0,120,Family Medicine,C,Categorical,2021,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Internal Medicine,1852140C0,140,Internal Medicine,C,Categorical,2025,18,18,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Internal Medicine,1852140C0,140,Internal Medicine,C,Categorical,2024,18,18,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Internal Medicine,1852140C0,140,Internal Medicine,C,Categorical,2023,18,18,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Internal Medicine,1852140C0,140,Internal Medicine,C,Categorical,2022,18,18,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Internal Medicine,1852140C0,140,Internal Medicine,C,Categorical,2021,14,14,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1852140P0,140,Internal Medicine,P,Preliminary,2025,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1852140P0,140,Internal Medicine,P,Preliminary,2024,6,4,0.6666666666666666,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1852140P0,140,Internal Medicine,P,Preliminary,2023,5,4,0.8,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1852140P0,140,Internal Medicine,P,Preliminary,2022,6,5,0.8333333333333334,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Preliminary,1852140P0,140,Internal Medicine,P,Preliminary,2021,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Neurology,1852180C0,180,Neurology,C,Categorical,2025,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Neurology,1852180C0,180,Neurology,C,Categorical,2024,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Neurology,1852180C0,180,Neurology,C,Categorical,2023,4,3,0.75,ambiguous,,Fairhope
Thomas Hospital,AL,Neurology,1852180C0,180,Neurology,C,Categorical,2022,4,2,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Neurology,1852180C0,180,Neurology,C,Categorical,2021,3,1,0.3333333333333333,ambiguous,,Fairhope
Thomas Hospital,AL,Neurology,1852180R0,180,Neurology,R,Physician (PGY-2 entry),2022,1,1,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Obstetrics-Gynecology,1852220C0,220,Obstetrics-Gynecology,C,Categorical,2025,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Obstetrics-Gynecology,1852220C0,220,Obstetrics-Gynecology,C,Categorical,2024,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Obstetrics-Gynecology,1852220C0,220,Obstetrics-Gynecology,C,Categorical,2023,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Obstetrics-Gynecology,1852220C0,220,Obstetrics-Gynecology,C,Categorical,2022,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Obstetrics-Gynecology,1852220C0,220,Obstetrics-Gynecology,C,Categorical,2021,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Orthopaedic Surgery,1852260C0,260,Orthopaedic Surgery,C,Categorical,2025,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Orthopaedic Surgery,1852260C0,260,Orthopaedic Surgery,C,Categorical,2024,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Orthopaedic Surgery,1852260C0,260,Orthopaedic Surgery,C,Categorical,2023,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Orthopaedic Surgery,1852260C0,260,Orthopaedic Surgery,C,Categorical,2022,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Orthopaedic Surgery,1852260C0,260,Orthopaedic Surgery,C,Categorical,2021,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pathology,1852300C0,300,Pathology,C,Categorical,2025,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pathology,1852300C0,300,Pathology,C,Categorical,2024,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pathology,1852300C0,300,Pathology,C,Categorical,2023,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pathology,1852300C0,300,Pathology,C,Categorical,2022,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pathology,1852300C0,300,Pathology,C,Categorical,2021,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pediatrics,1852320C0,320,Pediatrics,C,Categorical,2025,12,12,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pediatrics,1852320C0,320,Pediatrics,C,Categorical,2024,12,10,0.8333333333333334,ambiguous,,Fairhope
Thomas Hospital,AL,Pediatrics,1852320C0,320,Pediatrics,C,Categorical,2023,12,12,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pediatrics,1852320C0,320,Pediatrics,C,Categorical,2022,12,12,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Pediatrics,1852320C0,320,Pediatrics,C,Categorical,2021,12,12,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Psychiatry,1852400C0,400,Psychiatry,C,Categorical,2025,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Psychiatry,1852400C0,400,Psychiatry,C,Categorical,2024,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Psychiatry,1852400C0,400,Psychiatry,C,Categorical,2023,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Psychiatry,1852400C0,400,Psychiatry,C,Categorical,2022,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Psychiatry,1852400C0,400,Psychiatry,C,Categorical,2021,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420A0,420,Radiology-Diagnostic,A,Advanced,2025,5,5,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420A0,420,Radiology-Diagnostic,A,Advanced,2024,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420A0,420,Radiology-Diagnostic,A,Advanced,2023,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420A0,420,Radiology-Diagnostic,A,Advanced,2022,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420A0,420,Radiology-Diagnostic,A,Advanced,2021,4,4,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2025,1,1,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2024,1,1,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2022,1,1,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Radiology-Diagnostic,1852420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2021,1,1,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,General Surgery,1852440C0,440,Surgery-General,C,Categorical,2025,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,General Surgery,1852440C0,440,Surgery-General,C,Categorical,2024,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,General Surgery,1852440C0,440,Surgery-General,C,Categorical,2023,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,General Surgery,1852440C0,440,Surgery-General,C,Categorical,2022,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,General Surgery,1852440C0,440,Surgery-General,C,Categorical,2021,6,6,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Surgery-Preliminary,1852440P0,440,Surgery-General,P,Preliminary,2025,4,2,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Surgery-Preliminary,1852440P0,440,Surgery-General,P,Preliminary,2024,4,2,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Surgery-Preliminary,1852440P0,440,Surgery-General,P,Preliminary,2023,4,2,0.5,ambiguous,,Fairhope
Thomas Hospital,AL,Surgery-Preliminary,1852440P0,440,Surgery-General,P,Preliminary,2022,4,1,0.25,ambiguous,,Fairhope
Thomas Hospital,AL,Surgery-Preliminary,1852440P0,440,Surgery-General,P,Preliminary,2021,4,0,0.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Pediatrics,1852700C0,700,Other,C,Categorical,2025,2,2,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Pediatrics,1852700C0,700,Other,C,Categorical,2024,2,2,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Pediatrics,1852700C0,700,Other,C,Categorical,2023,2,2,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Pediatrics,1852700C0,700,Other,C,Categorical,2022,3,3,1.0,ambiguous,,Fairhope
Thomas Hospital,AL,Medicine-Pediatrics,1852700C0,700,Other,C,Categorical,2021,2,2,1.0,ambiguous,,Fairhope
UAB Selma Fam Med Res,AL,Family Medicine,3061120C0,120,Family Medicine,C,Categorical,2025,5,5,1.0,ambiguous,,Selma
UAB Selma Fam Med Res,AL,Family Medicine,3061120C0,120,Family Medicine,C,Categorical,2024,5,5,1.0,ambiguous,,Selma
UAB Selma Fam Med Res,AL,Family Medicine,3061120C0,120,Family Medicine,C,Categorical,2023,5,5,1.0,ambiguous,,Selma
UAB Selma Fam Med Res,AL,Family Medicine,3061120C0,120,Family Medicine,C,Categorical,2022,6,6,1.0,ambiguous,,Selma
UAB Selma Fam Med Res,AL,Family Medicine,3061120C0,120,Family Medicine,C,Categorical,2021,6,6,1.0,ambiguous,,Selma
Providence Hospital,AK,Family Medicine,1313120C0,120,Family Medicine,C,Categorical,2025,12,7,0.5833333333333334,ambiguous,,Anchorage
Providence Hospital,AK,Family Medicine,1313120C0,120,Family Medicine,C,Categorical,2024,12,7,0.5833333333333334,ambiguous,,Anchorage
Providence Hospital,AK,Family Medicine,1313120C0,120,Family Medicine,C,Categorical,2023,12,12,1.0,ambiguous,,Anchorage
Providence Hospital,AK,Family Medicine,1313120C0,120,Family Medicine,C,Categorical,2022,12,12,1.0,ambiguous,,Anchorage
Providence Hospital,AK,Family Medicine,1313120C0,120,Family Medicine,C,Categorical,2021,12,12,1.0,ambiguous,,Anchorage
U Washington Soldotna,AK,Medicine-Primary/Rural,2397140M0,140,Internal Medicine,M,Primary care,2025,2,2,1.0,pslf_friendly,U Washington,Soldotna
U Washington Soldotna,AK,Medicine-Primary/Rural,2397140M0,140,Internal Medicine,M,Primary care,2024,2,2,1.0,pslf_friendly,U Washington,Soldotna
Abrazo Health Network,AZ,Emergency Medicine,2002110C0,110,Emergency Medicine,C,Categorical,2025,7,7,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Emergency Medicine,2002110C0,110,Emergency Medicine,C,Categorical,2024,6,6,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Emergency Medicine,2002110C0,110,Emergency Medicine,C,Categorical,2023,8,5,0.625,ambiguous,,Phoenix
Abrazo Health Network,AZ,Emergency Medicine,2002110C0,110,Emergency Medicine,C,Categorical,2022,6,6,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Emergency Medicine,2002110C0,110,Emergency Medicine,C,Categorical,2021,6,6,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Family Medicine,2002120C0,120,Family Medicine,C,Categorical,2025,7,2,0.2857142857142857,ambiguous,,Phoenix
Abrazo Health Network,AZ,Family Medicine,2002120C0,120,Family Medicine,C,Categorical,2024,7,7,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Family Medicine,2002120C0,120,Family Medicine,C,Categorical,2023,7,7,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Family Medicine,2002120C0,120,Family Medicine,C,Categorical,2022,7,6,0.8571428571428571,ambiguous,,Phoenix
Abrazo Health Network,AZ,Family Medicine,2002120C0,120,Family Medicine,C,Categorical,2021,7,7,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Internal Medicine,2002140C0,140,Internal Medicine,C,Categorical,2025,16,12,0.75,ambiguous,,Phoenix
Abrazo Health Network,AZ,Internal Medicine,2002140C0,140,Internal Medicine,C,Categorical,2024,16,16,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Internal Medicine,2002140C0,140,Internal Medicine,C,Categorical,2023,16,16,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Internal Medicine,2002140C0,140,Internal Medicine,C,Categorical,2022,16,16,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Internal Medicine,2002140C0,140,Internal Medicine,C,Categorical,2021,15,15,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,General Surgery,2002440C0,440,Surgery-General,C,Categorical,2025,4,4,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,General Surgery,2002440C0,440,Surgery-General,C,Categorical,2024,4,4,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,General Surgery,2002440C0,440,Surgery-General,C,Categorical,2023,4,4,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,General Surgery,2002440C0,440,Surgery-General,C,Categorical,2022,3,3,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,General Surgery,2002440C0,440,Surgery-General,C,Categorical,2021,3,3,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Transitional,2002999P0,999,Transitional,P,Preliminary,2025,12,12,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Transitional,2002999P0,999,Transitional,P,Preliminary,2024,15,15,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Transitional,2002999P0,999,Transitional,P,Preliminary,2023,15,14,0.9333333333333332,ambiguous,,Phoenix
Abrazo Health Network,AZ,Transitional,2002999P0,999,Transitional,P,Preliminary,2022,13,13,1.0,ambiguous,,Phoenix
Abrazo Health Network,AZ,Transitional,2002999P0,999,Transitional,P,Preliminary,2021,13,13,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurological Surgery,1012160C0,160,Neurological Surgery,C,Categorical,2025,4,4,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurological Surgery,1012160C0,160,Neurological Surgery,C,Categorical,2024,4,4,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurological Surgery,1012160C0,160,Neurological Surgery,C,Categorical,2023,4,4,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurological Surgery,1012160C0,160,Neurological Surgery,C,Categorical,2022,4,4,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurological Surgery,1012160C0,160,Neurological Surgery,C,Categorical,2021,4,4,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurology,1012180C0,180,Neurology,C,Categorical,2025,9,9,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurology,1012180C0,180,Neurology,C,Categorical,2024,9,9,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurology,1012180C0,180,Neurology,C,Categorical,2023,7,7,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurology,1012180C0,180,Neurology,C,Categorical,2022,7,7,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurology,1012180C0,180,Neurology,C,Categorical,2021,7,7,1.0,ambiguous,,Phoenix
Barrow Neurological Inst at SJHMC,AZ,Neurology,1012180R0,180,Neurology,R,Physician (PGY-2 entry),2023,1,1,1.0,ambiguous,,Phoenix
Creighton University,AZ,Emergency Medicine,2154110C0,110,Emergency Medicine,C,Categorical,2025,16,16,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Emergency Medicine,2154110C0,110,Emergency Medicine,C,Categorical,2024,16,16,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Emergency Medicine,2154110C0,110,Emergency Medicine,C,Categorical,2023,16,16,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Emergency Medicine,2154110C0,110,Emergency Medicine,C,Categorical,2022,16,16,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Emergency Medicine,2154110C0,110,Emergency Medicine,C,Categorical,2021,16,16,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Family Medicine,2154120C0,120,Family Medicine,C,Categorical,2025,9,8,0.8888888888888888,pslf_friendly,University,Phoenix
Creighton University,AZ,Family Medicine,2154120C0,120,Family Medicine,C,Categorical,2024,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Family Medicine,2154120C0,120,Family Medicine,C,Categorical,2023,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Family Medicine,2154120C0,120,Family Medicine,C,Categorical,2022,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Family Medicine,2154120C0,120,Family Medicine,C,Categorical,2021,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Internal Medicine,2154140C0,140,Internal Medicine,C,Categorical,2025,26,26,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Internal Medicine,2154140C0,140,Internal Medicine,C,Categorical,2024,26,26,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Internal Medicine,2154140C0,140,Internal Medicine,C,Categorical,2023,26,26,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Internal Medicine,2154140C0,140,Internal Medicine,C,Categorical,2022,26,26,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Internal Medicine,2154140C0,140,Internal Medicine,C,Categorical,2021,26,26,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Medicine-Preliminary,2154140P0,140,Internal Medicine,P,Preliminary,2025,7,7,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Medicine-Preliminary,2154140P0,140,Internal Medicine,P,Preliminary,2024,7,7,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Medicine-Preliminary,2154140P0,140,Internal Medicine,P,Preliminary,2023,7,5,0.7142857142857143,pslf_friendly,University,Phoenix
Creighton University,AZ,Medicine-Preliminary,2154140P0,140,Internal Medicine,P,Preliminary,2022,7,5,0.7142857142857143,pslf_friendly,University,Phoenix
Creighton University,AZ,Medicine-Preliminary,2154140P0,140,Internal Medicine,P,Preliminary,2021,7,6,0.8571428571428571,pslf_friendly,University,Phoenix
Creighton University,AZ,Obstetrics-Gynecology,2154220C0,220,Obstetrics-Gynecology,C,Categorical,2025,9,9,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Obstetrics-Gynecology,2154220C0,220,Obstetrics-Gynecology,C,Categorical,2024,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Obstetrics-Gynecology,2154220C0,220,Obstetrics-Gynecology,C,Categorical,2023,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Obstetrics-Gynecology,2154220C0,220,Obstetrics-Gynecology,C,Categorical,2022,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Obstetrics-Gynecology,2154220C0,220,Obstetrics-Gynecology,C,Categorical,2021,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Ob-Gyn/Preliminary,2154220P0,220,Obstetrics-Gynecology,P,Preliminary,2024,1,1,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Ob-Gyn/Preliminary,2154220P0,220,Obstetrics-Gynecology,P,Preliminary,2023,1,1,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Ob-Gyn/Preliminary,2154220P0,220,Obstetrics-Gynecology,P,Preliminary,2022,1,1,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Ob-Gyn/Preliminary,2154220P0,220,Obstetrics-Gynecology,P,Preliminary,2021,1,1,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Psychiatry,2154400C0,400,Psychiatry,C,Categorical,2025,6,6,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Psychiatry,2154400C0,400,Psychiatry,C,Categorical,2024,7,7,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Psychiatry,2154400C0,400,Psychiatry,C,Categorical,2023,7,7,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Psychiatry,2154400C0,400,Psychiatry,C,Categorical,2022,6,6,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Psychiatry,2154400C0,400,Psychiatry,C,Categorical,2021,6,6,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Radiology-Diagnostic,2154420A0,420,Radiology-Diagnostic,A,Advanced,2025,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Radiology-Diagnostic,2154420A0,420,Radiology-Diagnostic,A,Advanced,2024,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Radiology-Diagnostic,2154420A0,420,Radiology-Diagnostic,A,Advanced,2023,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Radiology-Diagnostic,2154420A0,420,Radiology-Diagnostic,A,Advanced,2022,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Radiology-Diagnostic,2154420A0,420,Radiology-Diagnostic,A,Advanced,2021,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,General Surgery,2154440C2,440,Surgery-General,C,Categorical,2025,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,General Surgery,2154440C2,440,Surgery-General,C,Categorical,2024,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,General Surgery,2154440C2,440,Surgery-General,C,Categorical,2023,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,General Surgery,2154440C2,440,Surgery-General,C,Categorical,2022,8,8,1.0,pslf_friendly,University,Phoenix
Creighton University,AZ,Surgery-Preliminary,2154440P2,440,Surgery-General,P,Preliminary,2025,12,6,0.5,pslf_friendly,University,Phoenix
Creighton University,AZ,Surgery-Preliminary,2154440P2,440,Surgery-General,P,Preliminary,2024,12,3,0.25,pslf_friendly,University,Phoenix
Creighton University,AZ,Surgery-Preliminary,2154440P2,440,Surgery-General,P,Preliminary,2023,12,1,0.0833333333333333,pslf_friendly,University,Phoenix
Creighton University,AZ,Surgery-Preliminary,2154440P2,440,Surgery-General,P,Preliminary,2022,12,2,0.1666666666666666,pslf_friendly,University,Phoenix
Dignity East Valley,AZ,Emergency Medicine,2346110C0,110,Emergency Medicine,C,Categorical,2025,8,8,1.0,ambiguous,,Chandler
