institution,state,city,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate
Pathology 1365300C0 4 1 Billings Clinic,MT,,Plastic Surgery (Integrated) 1365362C0 2 2 Internal Medicine,1633140C0,140,Internal Medicine,C,Categorical,2017,8,8,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Psychiatry 1365400C0 6 6 Medicine-Preliminary,1633140P0,140,Internal Medicine,P,Preliminary,2017,4,4,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Psychiatry/Geriatric,1365400C2,400,Psychiatry,C,Categorical,2017,2,2,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Radiology-Diagnostic,1365420A0,420,Radiology-Diagnostic,A,Advanced,2017,6,6,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Surgery-Preliminary 1365440P0 5 4 Family Medicine,1216120C0,120,Family Medicine,C,Categorical,2017,5,5,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Vascular Surgery,1365451C0,451,Vascular Surgery,C,Categorical,2017,1,1,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,St Louis Code Quota Matched Family Medicine/Missoula,1524120C0,120,Family Medicine,C,Categorical,2017,5,5,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Internal Medicine 1364140C0 12 12 Family Medicine/Kalispell,1524120C1,120,Family Medicine,C,Categorical,2017,2,2,1.0
Pathology 1365300C0 4 1 Billings Clinic,MT,,Medicine-Preliminary,1364140P0,140,Internal Medicine,P,Preliminary,2017,2,2,1.0
Clarkson Family Med Res,NE,,Anesthesiology/St. Lukes,1343040C0,040,Anesthesiology,C,Categorical,2017,6,5,0.8333333333333334
Clarkson Family Med Res,NE,,Family Medicine,3197120C0,120,Family Medicine,C,Categorical,2017,6,1,0.16666666666666666
Clarkson Family Med Res,NE,,Emergency Medicine,1343110C0,110,Emergency Medicine,C,Categorical,2017,11,11,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Medicine-Preliminary 1343140P0 9 9 Family Medicine,1372120C0,120,Family Medicine,C,Categorical,2017,8,8,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Obstetrics-Gynecology 1343220C0 8 8 Internal Medicine,1372140C0,140,Internal Medicine,C,Categorical,2017,23,23,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Orthopaedic Surgery 1343260C0 4 4 Medicine-Preliminary,1372140P0,140,Internal Medicine,P,Preliminary,2017,4,4,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Pathology 1343300C0 2 2 Obstetrics-Gynecology,1372220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Radiology-Diagnostic 1343420C0 6 6 Pathology,1372300C0,300,Pathology,C,Categorical,2017,3,0,0.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,General Surgery 1343440C0 5 5 Psychiatry,1372400C0,400,Psychiatry,C,Categorical,2017,9,9,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Surgery-Preliminary 1343440P0 3 1 Radiology-Diagnostic,1372420A0,420,Radiology-Diagnostic,A,Advanced,2017,3,3,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Medicine-Pediatrics 1343700C0 6 6 General Surgery,1372440C0,440,Surgery-General,C,Categorical,2017,4,4,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Surgery-Preliminary,1372440P0,440,Surgery-General,P,Preliminary,2017,2,2,1.0
Family Medicine 1343120C0 12 12 Creighton Univ Affil Hosps,NE,,Surg-Prelim/Urology,1372440P1,440,Surgery-General,P,Preliminary,2017,1,1,1.0
University Hosps-Columbia,MO,,Family Medicine,3021120C0,120,Family Medicine,C,Categorical,2017,8,8,1.0
University Hosps-Columbia,MO,,Dermatology 1994080A0 3 3 Anesthesiology,1376040C0,040,Anesthesiology,C,Categorical,2017,12,10,0.8333333333333334
University Hosps-Columbia,MO,,Emergency Medicine 1994110C0 8 8 Emergency Medicine,1376110C0,110,Emergency Medicine,C,Categorical,2017,10,10,1.0
University Hosps-Columbia,MO,,Family Medicine 1994120C0 12 12 Fam Med/Grand Island,1376120C1,120,Family Medicine,C,Categorical,2017,2,2,1.0
University Hosps-Columbia,MO,,Internal Medicine 1994140C0 21 21 Fam Med/North Platte,1376120C3,120,Family Medicine,C,Categorical,2017,1,0,0.0
University Hosps-Columbia,MO,,Medicine-Preliminary 1994140P0 7 7 Fam Med/Scottsbluff,1376120C4,120,Family Medicine,C,Categorical,2017,2,2,1.0
University Hosps-Columbia,MO,,Neurological Surgery 1994160C0 1 1 Fam Med/Traditional,1376120C5,120,Family Medicine,C,Categorical,2017,7,6,0.8571428571428571
University Hosps-Columbia,MO,,Neurology 1994180C0 5 5 Family Med/Kearney,1376120C6,120,Family Medicine,C,Categorical,2017,2,2,1.0
University Hosps-Columbia,MO,,Obstetrics-Gynecology 1994220C0 3 3 Family Med/Urban Trk,1376120C7,120,Family Medicine,C,Categorical,2017,1,0,0.0
University Hosps-Columbia,MO,,Orthopaedic Surgery/5 Yr 1994260C0 5 5 Family Med/Norfolk,1376120C8,120,Family Medicine,C,Categorical,2017,1,1,1.0
University Hosps-Columbia,MO,,Otolaryngology 1994280C0 3 2 Internal Medicine,1376140C0,140,Internal Medicine,C,Categorical,2017,21,21,1.0
University Hosps-Columbia,MO,,Pathology 1994300C0 3 3 Medicine-Preliminary,1376140P0,140,Internal Medicine,P,Preliminary,2017,7,7,1.0
University Hosps-Columbia,MO,,Pediatrics 1994320C0 6 6 Neurological Surgery,1376160C0,160,Neurological Surgery,C,Categorical,2017,2,2,1.0
University Hosps-Columbia,MO,,Phys Medicine & Rehab 1994340A0 4 4 Neurology,1376180C0,180,Neurology,C,Categorical,2017,4,4,1.0
University Hosps-Columbia,MO,,Plastic Surgery (Integrated) 1994362C0 2 2 Obstetrics-Gynecology,1376220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
University Hosps-Columbia,MO,,Psychiatry 1994400C0 10 10 Orthopaedic Surgery,1376260C0,260,Orthopaedic Surgery,C,Categorical,2017,5,5,1.0
University Hosps-Columbia,MO,,Radiology-Diagnostic 1994420A0 5 5 Otolaryngology,1376280C0,280,Otolaryngology,C,Categorical,2017,3,2,0.6666666666666666
University Hosps-Columbia,MO,,General Surgery 1994440C0 3 3 Pathology,1376300C0,300,Pathology,C,Categorical,2017,3,3,1.0
University Hosps-Columbia,MO,,Surgery-Preliminary 1994440P0 7 2 Pediatrics,1376320C0,320,Pediatrics,C,Categorical,2017,14,14,1.0
University Hosps-Columbia,MO,,Surg-Prelim/Urology 1994440P1 2 2 Radiology-Diagnostic,1376420A0,420,Radiology-Diagnostic,A,Advanced,2017,5,5,1.0
University Hosps-Columbia,MO,,Medicine-Pediatrics 1994700C0 4 4 Radiology-Diagnostic,1376420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2017,1,1,1.0
University Hosps-Columbia,MO,,Pathology,1377300C0,300,Pathology,C,Categorical,2017,3,3,1.0
University Hosps-Columbia,MO,,Pediatrics,1377320C0,320,Pediatrics,C,Categorical,2017,7,7,1.0
University Hosps-Columbia,MO,,Radiation Oncology,1376430A0,430,Radiation Oncology,A,Advanced,2017,1,1,1.0
University Hosps-Columbia,MO,,Psychiatry,1377400C0,400,Psychiatry,C,Categorical,2017,7,7,1.0
University Hosps-Columbia,MO,,General Surgery,1376440C0,440,Surgery-General,C,Categorical,2017,5,5,1.0
University Hosps-Columbia,MO,,Psychiatry/Reseach Track,1377400C1,400,Psychiatry,C,Categorical,2017,0,0,
University Hosps-Columbia,MO,,Surgery-Preliminary,1376440P0,440,Surgery-General,P,Preliminary,2017,3,2,0.6666666666666666
University Hosps-Columbia,MO,,Psychiatry/Child Track,1377400C2,400,Psychiatry,C,Categorical,2017,1,1,1.0
University Hosps-Columbia,MO,,Medicine-Pediatrics,1376700C0,700,Other,C,Categorical,2017,4,4,1.0
University Hosps-Columbia,MO,,Interventional Radiology (Integ),1377416A0,416,Interventional Radiology,A,Advanced,2017,2,2,1.0
University Hosps-Columbia,MO,,NEVADA Radiology-Diagnostic,1377420A0,420,Radiology-Diagnostic,A,Advanced,2017,3,3,1.0
University Hosps-Columbia,MO,,General Surgery,1377440C0,440,Surgery-General,C,Categorical,2017,4,4,1.0
University Hosps-Columbia,MO,,Surgery-Preliminary,1377440P0,440,Surgery-General,P,Preliminary,2017,6,4,0.6666666666666666
University Hosps-Columbia,MO,,Vascular Surgery,1377451C0,451,Vascular Surgery,C,Categorical,2017,1,0,0.0
University Hosps-Columbia,MO,,Internal Medicine,1884140C0,140,Internal Medicine,C,Categorical,2017,20,20,1.0
University Hosps-Columbia,MO,,Obstetrics-Gynecology,1884220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
General Surgery 1884440C0 4 4 AtlantiCare Reg Med Ctr,NJ,,Surgery-Preliminary,1884440P0,440,Surgery-General,P,Preliminary,2017,4,0,0.0
General Surgery 1884440C0 4 4 AtlantiCare Reg Med Ctr,NJ,,U Nevada Affil Hosps-Las Vegas Internal Medicine,1378140C0,140,Internal Medicine,C,Categorical,2017,12,12,1.0
Atlantic Health Sys,NJ,,Emergency Medicine,2028110C0,110,Emergency Medicine,C,Categorical,2017,8,8,1.0
Atlantic Health Sys,NJ,,Family Medicine,2028120C0,120,Family Medicine,C,Categorical,2017,5,5,1.0
Atlantic Health Sys,NJ,,Pediatrics,3033320C0,320,Pediatrics,C,Categorical,2017,12,12,1.0
Atlantic Health Sys,NJ,,Family Medicine/Rural,2028120C1,120,Family Medicine,C,Categorical,2017,2,2,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Obstetrics-Gynecology 2028220C0 6 6 Anesthesiology,1380040A0,040,Anesthesiology,A,Advanced,2017,1,1,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Orthopaedic Surgery 2028260C0 4 4 Anesthesiology,1380040C0,040,Anesthesiology,C,Categorical,2017,3,3,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Otolaryngology 2028280C0 1 1 Dermatology,1380080A0,080,Dermatology,A,Advanced,2017,1,1,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Pediatrics 2028320C0 13 12 Emergency Medicine,1380110C0,110,Emergency Medicine,C,Categorical,2017,11,11,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Plastic Surgery (Integrated) 2028362C0 1 1 Internal Medicine,1380140C0,140,Internal Medicine,C,Categorical,2017,16,16,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Psychiatry 2028400C0 10 10 Medicine-Primary,1380140M0,140,Internal Medicine,M,Primary care,2017,2,2,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,General Surgery 2028440C0 3 3 Medicine-Preliminary,1380140P0,140,Internal Medicine,P,Preliminary,2017,2,2,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Surgery-Preliminary 2028440P0 1 1 Neurology,1380180C0,180,Neurology,C,Categorical,2017,3,3,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Obstetrics-Gynecology,1380220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Orthopaedic Surgery,1380260C0,260,Orthopaedic Surgery,C,Categorical,2017,2,2,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Pediatrics,1380320C0,320,Pediatrics,C,Categorical,2017,7,7,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Family Medicine,2017120C0,120,Family Medicine,C,Categorical,2017,8,8,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Pediatrics-Primary,1380320M0,320,Pediatrics,M,Primary care,2017,2,2,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Family Med/Rural,2017120C1,120,Family Medicine,C,Categorical,2017,2,2,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Psych/Cooper Hosp,1380400C0,400,Psychiatry,C,Categorical,2017,4,4,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Internal Medicine,2017140C0,140,Internal Medicine,C,Categorical,2017,20,20,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Psych/Atlantic City MC,1380400C1,400,Psychiatry,C,Categorical,2017,3,3,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Medicine-Primary,2017140M0,140,Internal Medicine,M,Primary care,2017,5,5,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Radiology-Diagnostic,1380420A0,420,Radiology-Diagnostic,A,Advanced,2017,4,4,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Medicine-Preliminary,2017140P0,140,Internal Medicine,P,Preliminary,2017,6,6,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,General Surgery,1380440C0,440,Surgery-General,C,Categorical,2017,4,4,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Psychiatry,2017400C0,400,Psychiatry,C,Categorical,2017,6,6,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,Surg-Prelim/Urology,1380440P0,440,Surgery-General,P,Preliminary,2017,1,1,1.0
Internal Medicine 2028140C0 22 22 CMSRU/Cooper University Hospital,NJ,,NEW HAMPSHIRE Vascular Surgery,1380451C0,451,Vascular Surgery,C,Categorical,2017,1,1,1.0
Concord Hospital-NH Capital Health Regional Med Ctr,NJ,,Family Medicine 1091120C0 8 8 Internal Medicine,2003140C0,140,Internal Medicine,C,Categorical,2017,13,13,1.0
Dartmouth-Hitchcock Med Ctr-NH Hackensack U Med Ctr,NJ,,Anesthesiology 1377040C0 7 7 Emergency Medicine,1387110C0,110,Emergency Medicine,C,Categorical,2017,12,12,1.0
Dartmouth-Hitchcock Med Ctr-NH Hackensack U Med Ctr,NJ,,Dermatology,1377080A0,080,Dermatology,A,Advanced,2017,2,2,1.0
Hoboken Univ Med Ctr,NJ,,Emergency Medicine,1377110C0,110,Emergency Medicine,C,Categorical,2017,6,6,1.0
Hoboken Univ Med Ctr,NJ,,Internal Medicine,1377140C0,140,Internal Medicine,C,Categorical,2017,18,18,1.0
Hoboken Univ Med Ctr,NJ,,Family Medicine/NYMC,1451120C0,120,Family Medicine,C,Categorical,2017,8,8,1.0
Hoboken Univ Med Ctr,NJ,,Medicine-Primary,1377140M0,140,Internal Medicine,M,Primary care,2017,1,1,1.0
Medicine-Preliminary 1377140P0 2 2 Hunterdon Medical Ctr,NJ,,Neurology,1377180C0,180,Neurology,C,Categorical,2017,4,4,1.0
Medicine-Preliminary 1377140P0 2 2 Hunterdon Medical Ctr,NJ,,Family Medicine,1838120C0,120,Family Medicine,C,Categorical,2017,4,4,1.0
Medicine-Preliminary 1377140P0 2 2 Hunterdon Medical Ctr,NJ,,Neurology,1377180R0,180,Neurology,R,Physician (PGY-2 entry),2017,1,0,0.0
Obstetrics-Gynecology 1377220C0 4 4 Inspira Med Ctr Woodbury,NJ,,Ortho Surgery-TDI 1377260C1 2 2 Family Medicine,2086120C1,120,Family Medicine,C,Categorical,2017,4,4,1.0
Obstetrics-Gynecology 1377220C0 4 4 Inspira Med Ctr Woodbury,NJ,,Otolaryngology,1377280C0,280,Otolaryngology,C,Categorical,2017,1,0,0.0
JFK Medical Center-NJ Raritan Bay Med Ctr,NJ,,Family Medicine 3043120C0 8 8 Internal Medicine,1873140C0,140,Internal Medicine,C,Categorical,2017,8,8,1.0
JFK Medical Center-NJ Raritan Bay Med Ctr,NJ,,Obstetrics-Gynecology 1390220C0 3 3 Anesthesiology,1398040A0,040,Anesthesiology,A,Advanced,2017,12,7,0.5833333333333334
JFK Medical Center-NJ Raritan Bay Med Ctr,NJ,,Anesthesiology,1398040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2017,2,2,1.0
Jersey Shore Univ Med Ctr,NJ,,Emergency Medicine,1398110C0,110,Emergency Medicine,C,Categorical,2017,9,9,1.0
Jersey Shore Univ Med Ctr,NJ,,Internal Medicine,1398140C0,140,Internal Medicine,C,Categorical,2017,31,31,1.0
Jersey Shore Univ Med Ctr,NJ,,Internal Medicine,1395140C0,140,Internal Medicine,C,Categorical,2017,16,16,1.0
Jersey Shore Univ Med Ctr,NJ,,Medicine-Preliminary,1398140P0,140,Internal Medicine,P,Preliminary,2017,13,13,1.0
Jersey Shore Univ Med Ctr,NJ,,Medicine-Preliminary,1395140P0,140,Internal Medicine,P,Preliminary,2017,10,10,1.0
Jersey Shore Univ Med Ctr,NJ,,Neurological Surgery,1398160C0,160,Neurological Surgery,C,Categorical,2017,1,1,1.0
Jersey Shore Univ Med Ctr,NJ,,Obstetrics-Gynecology,1395220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
Jersey Shore Univ Med Ctr,NJ,,Neurology,1398180C0,180,Neurology,C,Categorical,2017,5,5,1.0
Jersey Shore Univ Med Ctr,NJ,,Pediatrics,1395320C0,320,Pediatrics,C,Categorical,2017,8,8,1.0
Jersey Shore Univ Med Ctr,NJ,,Child Neurology,1398185C0,185,Child Neurology,C,Categorical,2017,1,1,1.0
Jersey Shore Univ Med Ctr,NJ,,General Surgery,1395440C0,440,Surgery-General,C,Categorical,2017,2,2,1.0
Jersey Shore Univ Med Ctr,NJ,,Obstetrics-Gynecology,1398220C0,220,Obstetrics-Gynecology,C,Categorical,2017,6,6,1.0
Jersey Shore Univ Med Ctr,NJ,,Monmouth Medical Ctr-NJ Orthopaedic Surgery,1398260C0,260,Orthopaedic Surgery,C,Categorical,2017,6,6,1.0
Jersey Shore Univ Med Ctr,NJ,,Long Branch Code Quota Matched Otolaryngology,1398280C0,280,Otolaryngology,C,Categorical,2017,2,2,1.0
Jersey Shore Univ Med Ctr,NJ,,Pathology,1398300C0,300,Pathology,C,Categorical,2017,3,2,0.6666666666666666
Jersey Shore Univ Med Ctr,NJ,,Internal Medicine,1392140C0,140,Internal Medicine,C,Categorical,2017,13,13,1.0
Jersey Shore Univ Med Ctr,NJ,,Pediatrics,1398320C0,320,Pediatrics,C,Categorical,2017,8,8,1.0
Jersey Shore Univ Med Ctr,NJ,,Obstetrics-Gynecology,1392220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
Jersey Shore Univ Med Ctr,NJ,,Pediatrics-Preliminary,1398320P1,320,Pediatrics,P,Preliminary,2017,1,1,1.0
Jersey Shore Univ Med Ctr,NJ,,Orthopaedic Surgery,1392260C0,260,Orthopaedic Surgery,C,Categorical,2017,2,2,1.0
Jersey Shore Univ Med Ctr,NJ,,Phys Medicine & Rehab,1398340A0,340,Phys Medicine & Rehab,A,Advanced,2017,8,8,1.0
Jersey Shore Univ Med Ctr,NJ,,Pediatrics,1392320C0,320,Pediatrics,C,Categorical,2017,6,6,1.0
Jersey Shore Univ Med Ctr,NJ,,Plastic Surgery (Integrated),1398362C0,362,Plastic Surgery (Integrated),C,Categorical,2017,3,3,1.0
Jersey Shore Univ Med Ctr,NJ,,Radiology-Diagnostic,1392420A0,420,Radiology-Diagnostic,A,Advanced,2017,3,3,1.0
Jersey Shore Univ Med Ctr,NJ,,Psychiatry,1398400C0,400,Psychiatry,C,Categorical,2017,6,6,1.0
Jersey Shore Univ Med Ctr,NJ,,General Surgery,1392440C0,440,Surgery-General,C,Categorical,2017,4,4,1.0
Jersey Shore Univ Med Ctr,NJ,,Radiology-Diagnostic,1398420A0,420,Radiology-Diagnostic,A,Advanced,2017,5,5,1.0
Jersey Shore Univ Med Ctr,NJ,,Surgery-Preliminary,1392440P0,440,Surgery-General,P,Preliminary,2017,5,0,0.0
Jersey Shore Univ Med Ctr,NJ,,General Surgery,1398440C0,440,Surgery-General,C,Categorical,2017,8,8,1.0
Jersey Shore Univ Med Ctr,NJ,,Morristown Mem Hosp-NJ Surgery-Preliminary,1398440P0,440,Surgery-General,P,Preliminary,2017,12,6,0.5
Jersey Shore Univ Med Ctr,NJ,,Morristown Code Quota Matched Surg-Prelim/Urology,1398440P2,440,Surgery-General,P,Preliminary,2017,2,2,1.0
Jersey Shore Univ Med Ctr,NJ,,Emergency Medicine 1394110C0 8 8 Medicine-Pediatrics,1398700C0,700,Other,C,Categorical,2017,4,4,1.0
Jersey Shore Univ Med Ctr,NJ,,Internal Medicine,1394140C0,140,Internal Medicine,C,Categorical,2017,15,15,1.0
Rutgers-R W Johnson Medical School,NJ,,Medicine-Preliminary,1394140P0,140,Internal Medicine,P,Preliminary,2017,9,9,1.0
Rutgers-R W Johnson Medical School,NJ,,Obstetrics-Gynecology,1394220C0,220,Obstetrics-Gynecology,C,Categorical,2017,5,5,1.0
Rutgers-R W Johnson Medical School,NJ,,Anesthesiology,2918040A0,040,Anesthesiology,A,Advanced,2017,10,10,1.0
Rutgers-R W Johnson Medical School,NJ,,Radiology-Diagnostic,1394420A0,420,Radiology-Diagnostic,A,Advanced,2017,5,5,1.0
Rutgers-R W Johnson Medical School,NJ,,Dermatology,2918080A0,080,Dermatology,A,Advanced,2017,1,1,1.0
Rutgers-R W Johnson Medical School,NJ,,General Surgery,1394440C0,440,Surgery-General,C,Categorical,2017,6,6,1.0
Rutgers-R W Johnson Medical School,NJ,,Emergency Medicine,2918110C0,110,Emergency Medicine,C,Categorical,2017,6,6,1.0
Rutgers-R W Johnson Medical School,NJ,,Surgery-Preliminary,1394440P0,440,Surgery-General,P,Preliminary,2017,3,2,0.6666666666666666
Rutgers-R W Johnson Medical School,NJ,,Family Medicine/A-Prog,2918120C0,120,Family Medicine,C,Categorical,2017,5,5,1.0
Rutgers-R W Johnson Medical School,NJ,,Mountainside Hosp-NJ Family Med/CentraState,2918120C2,120,Family Medicine,C,Categorical,2017,6,6,1.0
Rutgers-R W Johnson Medical School,NJ,,Montclair Code Quota Matched Internal Medicine,2918140C0,140,Internal Medicine,C,Categorical,2017,22,22,1.0
Rutgers-R W Johnson Medical School,NJ,,Family Medicine 1393120C0 7 7 Medicine-Preliminary,2918140P0,140,Internal Medicine,P,Preliminary,2017,3,3,1.0
Rutgers-R W Johnson Medical School,NJ,,Internal Medicine 1393140C0 8 8 Med-Prelim/Neurology,2918140P1,140,Internal Medicine,P,Preliminary,2017,1,1,1.0
Rutgers-R W Johnson Medical School,NJ,,Neurology,2918180A0,180,Neurology,A,Advanced,2017,4,4,1.0
Newark Beth Israel Med Ctr,NJ,,Obstetrics-Gynecology,2918220C0,220,Obstetrics-Gynecology,C,Categorical,2017,5,5,1.0
Newark Beth Israel Med Ctr,NJ,,Orthopaedic Surgery,2918260C0,260,Orthopaedic Surgery,C,Categorical,2017,3,3,1.0
Newark Beth Israel Med Ctr,NJ,,Emergency Medicine 1397110C0 8 8 Pathology,2918300C0,300,Pathology,C,Categorical,2017,2,2,1.0
Newark Beth Israel Med Ctr,NJ,,Internal Medicine 1397140C0 9 9 Pediatrics,2918320C0,320,Pediatrics,C,Categorical,2017,11,11,1.0
Newark Beth Israel Med Ctr,NJ,,Medicine-Preliminary 1397140P0 4 4 Phys Med & Rehab/JFK Edison,2918340A0,340,Phys Medicine & Rehab,A,Advanced,2017,4,4,1.0
Newark Beth Israel Med Ctr,NJ,,Obstetrics-Gynecology 1397220C0 4 4 Psychiatry,2918400C0,400,Psychiatry,C,Categorical,2017,6,6,1.0
Newark Beth Israel Med Ctr,NJ,,Pediatrics 1397320C0 10 10 Radiology-Diagnostic,2918420A0,420,Radiology-Diagnostic,A,Advanced,2017,5,5,1.0
Newark Beth Israel Med Ctr,NJ,,Medicine-Pediatrics 1397700C0 2 2 Radiation Oncology,2918430A0,430,Radiation Oncology,A,Advanced,2017,2,2,1.0
Newark Beth Israel Med Ctr,NJ,,Overlook Hospital-NJ General Surgery,2918440C0,440,Surgery-General,C,Categorical,2017,6,6,1.0
Newark Beth Israel Med Ctr,NJ,,Surgery-Preliminary,2918440P0,440,Surgery-General,P,Preliminary,2017,4,4,1.0
Newark Beth Israel Med Ctr,NJ,,Vascular Surgery,2918451C0,451,Vascular Surgery,C,Categorical,2017,1,1,1.0
Newark Beth Israel Med Ctr,NJ,,Family Medicine,1408120C0,120,Family Medicine,C,Categorical,2017,4,2,0.5
Internal Medicine 1408140C0 11 11 Seton Hall Univ Sch of Health & Med Sci,NJ,,RWJUH Somerset-NJ Internal Medicine,3194140C0,140,Internal Medicine,C,Categorical,2017,10,10,1.0
