institution,state,city,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate
Brookwood Baptist Health,AL,,Pathology,1852300C0,300,Pathology,C,Categorical,2018,4,3,0.75
St Vincents East,AL,,Pediatrics,1852320C0,320,Pediatrics,C,Categorical,2018,12,12,1.0
St Vincents East,AL,,Psychiatry,1852400C0,400,Psychiatry,C,Categorical,2018,5,5,1.0
St Vincents East,AL,,Family Medicine,3060120C0,120,Family Medicine,C,Categorical,2018,5,5,1.0
St Vincents East,AL,,Radiology-Diagnostic,1852420A0,420,Radiology-Diagnostic,A,Advanced,2018,4,4,1.0
St Vincents East,AL,,Tuscaloosa Coll Comm Health Sciences-AL General Surgery,1852440C0,440,Surgery-General,C,Categorical,2018,5,5,1.0
St Vincents East,AL,,Tuscaloosa Code Quota Matched Surgery-Preliminary,1852440P0,440,Surgery-General,P,Preliminary,2018,3,3,1.0
St Vincents East,AL,,Family Medicine 2955120C0 16 16 Medicine-Pediatrics,1852700C0,700,Other,C,Categorical,2018,3,2,0.6666666666666666
U Alabama Med Ctr-Birmingham UAB Selma Fam Med Res,AL,,Anesthesiology 1007040C0 21 21 Family Medicine,3061120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
U Alabama Med Ctr-Birmingham UAB Selma Fam Med Res,AL,,Dermatology/Military,1007080A1,080,Dermatology,A,Advanced,2018,1,0,0.0
Providence Hospital,AK,,Dermatology,1007080R0,080,Dermatology,R,Physician (PGY-2 entry),2018,2,1,0.5
Providence Hospital,AK,,Internal Medicine 1007140C0 37 37 Family Medicine,1313120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Providence Hospital,AK,,Int Med/ABIM Research Pathway,1007140C2,140,Internal Medicine,C,Categorical,2018,0,0,
Providence Hospital,AK,,Medicine-Preliminary,1007140P0,140,Internal Medicine,P,Preliminary,2018,4,2,0.5
Neurological Surgery 1007160C0 3 3 Abrazo Central Campus,AZ,,Child Neurology 1007185C0 1 1 Family Medicine,2002120C0,120,Family Medicine,C,Categorical,2018,7,7,1.0
Neurological Surgery 1007160C0 3 3 Abrazo Central Campus,AZ,,Obstetrics-Gynecology,1007220C0,220,Obstetrics-Gynecology,C,Categorical,2018,8,8,1.0
HonorHealth,AZ,,Orthopaedic Surgery,1007260C0,260,Orthopaedic Surgery,C,Categorical,2018,6,6,1.0
HonorHealth,AZ,,Pathology 1007300C0 6 6 Family Medicine/Osborn,1929120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
HonorHealth,AZ,,Pathology/IMG funded 1007300C1 2 2 Internal Med/Thompson Peak,1929140C0,140,Internal Medicine,C,Categorical,2018,6,3,0.5
HonorHealth,AZ,,Pediatrics 1007320C0 24 24 General Surgery/Lincoln,1929440C0,440,Surgery-General,C,Categorical,2018,2,2,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Psychiatry,1007400C0,400,Psychiatry,C,Categorical,2018,9,9,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Interventional Radiology (Integ),1007416A0,416,Interventional Radiology,A,Advanced,2018,2,2,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Emergency Medicine,1898110C0,110,Emergency Medicine,C,Categorical,2018,14,14,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Family Medicine,1015120C0,120,Family Medicine,C,Categorical,2018,8,7,0.875
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Internal Medicine,1015140C0,140,Internal Medicine,C,Categorical,2018,28,28,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Internal Medicine,1898140C0,140,Internal Medicine,C,Categorical,2018,17,17,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Medicine-Preliminary,1015140P0,140,Internal Medicine,P,Preliminary,2018,8,8,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Medicine-Preliminary,1898140P0,140,Internal Medicine,P,Preliminary,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Neurological Surgery,1015160C0,160,Neurological Surgery,C,Categorical,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Ob-Gyn/Phoenix Integ,1898220C0,220,Obstetrics-Gynecology,C,Categorical,2018,8,8,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Neurology,1015180C0,180,Neurology,C,Categorical,2018,6,6,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Ob-Gyn/Preliminary,1898220P0,220,Obstetrics-Gynecology,P,Preliminary,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Obstetrics-Gynecology,1015220C0,220,Obstetrics-Gynecology,C,Categorical,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Psychiatry,1898400C0,400,Psychiatry,C,Categorical,2018,6,6,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Orthopaedic Surgery,1015260C0,260,Orthopaedic Surgery,C,Categorical,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Radiology-Diagnostic,1898420A0,420,Radiology-Diagnostic,A,Advanced,2018,3,3,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Otolaryngology,1015280C0,280,Otolaryngology,C,Categorical,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,General Surgery,1898440C0,440,Surgery-General,C,Categorical,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Pathology,1015300C0,300,Pathology,C,Categorical,2018,3,3,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Surgery-Preliminary,1898440P2,440,Surgery-General,P,Preliminary,2018,9,2,0.2222222222222222
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Pediatrics,1015320C0,320,Pediatrics,C,Categorical,2018,16,16,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Mayo Clinic School of Grad Med Educ-AZ Psychiatry,1015400C0,400,Psychiatry,C,Categorical,2018,12,12,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Scottsdale Code Quota Matched Interventional Radiology (Integ),1015416A0,416,Interventional Radiology,A,Advanced,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Anesthesiology 3200040C0 3 3 Radiology-Diagnostic,1015420A0,420,Radiology-Diagnostic,A,Advanced,2018,8,8,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Dermatology 3200080C0 2 2 Radiation Oncology,1015430A0,430,Radiation Oncology,A,Advanced,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Internal Medicine 3200140C0 12 12 General Surgery,1015440C0,440,Surgery-General,C,Categorical,2018,8,8,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Medicine-Primary 3200140M0 0 0 Surgery-Preliminary,1015440P0,440,Surgery-General,P,Preliminary,2018,8,4,0.5
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Neurology 3200180C0 3 3 Surg-Prelim/Urology,1015440P1,440,Surgery-General,P,Preliminary,2018,2,2,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Orthopaedic Surgery 3200260C0 2 2 Vascular Surgery,1015451C0,451,Vascular Surgery,C,Categorical,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Otolaryngology 3200280C0 2 2 Pediatrics-Emergency Med,1015725C0,725,Other,C,Categorical,2018,3,3,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Radiology-Diagnostic,3200420A0,420,Radiology-Diagnostic,A,Advanced,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Radiology-Diagnostic,3200420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Family Medicine,1011120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Radiation Oncology,3200430C0,430,Radiation Oncology,C,Categorical,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Internal Medicine,1011140C0,140,Internal Medicine,C,Categorical,2018,22,22,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,General Surgery,3200440C0,440,Surgery-General,C,Categorical,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Medicine-Preliminary,1011140P0,140,Internal Medicine,P,Preliminary,2018,8,8,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Surgery-Preliminary,3200440P0,440,Surgery-General,P,Preliminary,2018,1,1,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Med-Prelim/Neurology,1011140P1,140,Internal Medicine,P,Preliminary,2018,3,3,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Surg-Prelim/Urology,3200440P1,440,Surgery-General,P,Preliminary,2018,2,2,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Neurology,1011180A0,180,Neurology,A,Advanced,2018,3,3,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Phoenix Childrens Hospital-AZ Obstetrics-Gynecology,1011220C0,220,Obstetrics-Gynecology,C,Categorical,2018,9,9,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Phoenix Code Quota Matched Orthopaedic Surgery,1011260C0,260,Orthopaedic Surgery,C,Categorical,2018,4,4,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Child Neurology 2952185A1 1 1 Psychiatry,1011400C0,400,Psychiatry,C,Categorical,2018,5,5,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Child Neurology 2952185C0 3 3 General Surgery,1011440C0,440,Surgery-General,C,Categorical,2018,7,7,1.0
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Pediatrics 2952320C0 32 32 Surgery-Preliminary,1011440P1,440,Surgery-General,P,Preliminary,2018,5,3,0.6
Phys Medicine & Rehab 1007340A0 4 4 Maricopa Med Ctr,AZ,,Medicine-Pediatrics,1011700C0,700,Other,C,Categorical,2018,6,6,1.0
Yuma Regional Med Ctr,AZ,,Internal Medicine 1012140C0 9 9 Family Medicine,1488120C1,120,Family Medicine,C,Categorical,2018,6,6,1.0
Yuma Regional Med Ctr,AZ,,Neurological Surgery,1012160C0,160,Neurological Surgery,C,Categorical,2018,4,4,1.0
Yuma Regional Med Ctr,AZ,,Neurology,1012180C0,180,Neurology,C,Categorical,2018,7,7,1.0
Yuma Regional Med Ctr,AZ,,General Surgery 1012440C0 3 3 Anesthesiology,1018040C0,040,Anesthesiology,C,Categorical,2018,14,14,1.0
Yuma Regional Med Ctr,AZ,,Surgery-Preliminary 1012440P0 3 0 Anesthesiology,1018040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2018,1,1,1.0
Yuma Regional Med Ctr,AZ,,Dermatology,1018080C0,080,Dermatology,C,Categorical,2018,3,3,1.0
Tucson Hospitals Med Ed,AZ,,Emergency Medicine,1018110C0,110,Emergency Medicine,C,Categorical,2018,10,10,1.0
Tucson Hospitals Med Ed,AZ,,Tucson Code Quota Matched Family Medicine,1018120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Tucson Hospitals Med Ed,AZ,,Transitional 1014999P0 12 12 Internal Medicine,1018140C0,140,Internal Medicine,C,Categorical,2018,20,20,1.0
Tucson Hospitals Med Ed,AZ,,U Arizona COM at South Campus Neurological Surgery,1018160C0,160,Neurological Surgery,C,Categorical,2018,1,1,1.0
Tucson Hospitals Med Ed,AZ,,Neurology,1018180C0,180,Neurology,C,Categorical,2018,4,4,1.0
Tucson Hospitals Med Ed,AZ,,Child Neurology,1018185C0,185,Child Neurology,C,Categorical,2018,1,1,1.0
Tucson Hospitals Med Ed,AZ,,Emergency Medicine,1371110C0,110,Emergency Medicine,C,Categorical,2018,6,6,1.0
Tucson Hospitals Med Ed,AZ,,Child Neurology,1018185R0,185,Child Neurology,R,Physician (PGY-2 entry),2018,1,0,0.0
Tucson Hospitals Med Ed,AZ,,Family Medicine,1371120C0,120,Family Medicine,C,Categorical,2018,8,7,0.875
Tucson Hospitals Med Ed,AZ,,Obstetrics-Gynecology,1018220C0,220,Obstetrics-Gynecology,C,Categorical,2018,5,5,1.0
Tucson Hospitals Med Ed,AZ,,Internal Medicine,1371140C0,140,Internal Medicine,C,Categorical,2018,10,10,1.0
Tucson Hospitals Med Ed,AZ,,Orthopaedic Surgery,1018260C0,260,Orthopaedic Surgery,C,Categorical,2018,5,5,1.0
Tucson Hospitals Med Ed,AZ,,U Arizona COM at Tucson Orthopaedic Surgery,1018260C1,260,Orthopaedic Surgery,C,Categorical,2018,1,0,0.0
Tucson Hospitals Med Ed,AZ,,Tucson Code Quota Matched Otolaryngology,1018280C0,280,Otolaryngology,C,Categorical,2018,3,3,1.0
Tucson Hospitals Med Ed,AZ,,Anesthesiology 1015040A0 13 13 Pathology,1018300C0,300,Pathology,C,Categorical,2018,4,4,1.0
Tucson Hospitals Med Ed,AZ,,Dermatology 1015080A2 2 2 Pediatrics,1018320C0,320,Pediatrics,C,Categorical,2018,23,23,1.0
Tucson Hospitals Med Ed,AZ,,Dermatology 1015080R0 1 1 Phys Medicine & Rehab,1018340C0,340,Phys Medicine & Rehab,C,Categorical,2018,4,4,1.0
Tucson Hospitals Med Ed,AZ,,Emergency Medicine 1015110C0 15 15 Psychiatry,1018400C0,400,Psychiatry,C,Categorical,2018,8,8,1.0
Tucson Hospitals Med Ed,AZ,,Medicine-Preliminary,1061140P0,140,Internal Medicine,P,Preliminary,2018,12,12,1.0
Tucson Hospitals Med Ed,AZ,,Med-Prelim/Neurology,1061140P1,140,Internal Medicine,P,Preliminary,2018,2,2,1.0
Tucson Hospitals Med Ed,AZ,,Interventional Radiology (Integ),1018416C0,416,Interventional Radiology,C,Categorical,2018,1,1,1.0
Tucson Hospitals Med Ed,AZ,,Psychiatry,1061400C0,400,Psychiatry,C,Categorical,2018,4,4,1.0
Tucson Hospitals Med Ed,AZ,,Radiology-Diagnostic,1018420C0,420,Radiology-Diagnostic,C,Categorical,2018,7,7,1.0
Tucson Hospitals Med Ed,AZ,,Radiation Oncology,1061430A0,430,Radiation Oncology,A,Advanced,2018,1,1,1.0
Tucson Hospitals Med Ed,AZ,,Rad-Diag/NuRad,1018420C3,420,Radiology-Diagnostic,C,Categorical,2018,1,1,1.0
Tucson Hospitals Med Ed,AZ,,Surgery-Preliminary 1018440P0 5 2 Family Medicine,2092120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Tucson Hospitals Med Ed,AZ,,Vascular Surgery,1018451C0,451,Vascular Surgery,C,Categorical,2018,1,0,0.0
Cedars-Sinai Medical Center,CA,,Medicine-Pediatrics,1018700C0,700,Other,C,Categorical,2018,4,4,1.0
Cedars-Sinai Medical Center,CA,,Anesthesiology,1030040C0,040,Anesthesiology,C,Categorical,2018,12,12,1.0
Cedars-Sinai Medical Center,CA,,Anesthesiology,1030040R1,040,Anesthesiology,R,Physician (PGY-2 entry),2018,2,2,1.0
Cedars-Sinai Medical Center,CA,,Fayetteville Code Quota Matched Internal Medicine,1030140C0,140,Internal Medicine,C,Categorical,2018,21,21,1.0
Cedars-Sinai Medical Center,CA,,Internal Medicine 1871140C0 8 8 Medicine-Primary,1030140M0,140,Internal Medicine,M,Primary care,2018,7,7,1.0
Cedars-Sinai Medical Center,CA,,Medicine-Preliminary,1030140P0,140,Internal Medicine,P,Preliminary,2018,5,5,1.0
UAMS Regional Centers,AR,,Med-Prelim/Neurology,1030140P1,140,Internal Medicine,P,Preliminary,2018,4,4,1.0
UAMS Regional Centers,AR,,Neurological Surgery,1030160C0,160,Neurological Surgery,C,Categorical,2018,2,2,1.0
UAMS Regional Centers,AR,,Family Medicine/Fayetteville,1582120C0,120,Family Medicine,C,Categorical,2018,9,9,1.0
UAMS Regional Centers,AR,,Neurology,1030180A0,180,Neurology,A,Advanced,2018,4,4,1.0
UAMS Regional Centers,AR,,Family Medicine/Fort Smith,1582120C1,120,Family Medicine,C,Categorical,2018,8,8,1.0
UAMS Regional Centers,AR,,Obstetrics-Gynecology,1030220C0,220,Obstetrics-Gynecology,C,Categorical,2018,7,7,1.0
UAMS Regional Centers,AR,,Family Medicine/Jonesboro,1582120C2,120,Family Medicine,C,Categorical,2018,8,7,0.875
UAMS Regional Centers,AR,,Orthopaedic Surgery,1030260C0,260,Orthopaedic Surgery,C,Categorical,2018,4,4,1.0
UAMS Regional Centers,AR,,Family Medicine/Magnolia,1582120C3,120,Family Medicine,C,Categorical,2018,2,2,1.0
UAMS Regional Centers,AR,,Pathology,1030300C0,300,Pathology,C,Categorical,2018,1,1,1.0
UAMS Regional Centers,AR,,Family Medicine/Pine Bluff,1582120C4,120,Family Medicine,C,Categorical,2018,9,9,1.0
UAMS Regional Centers,AR,,Pathology/Phys Scientist,1030300C1,300,Pathology,C,Categorical,2018,2,2,1.0
UAMS Regional Centers,AR,,Family Medicine/Texarkana,1582120C5,120,Family Medicine,C,Categorical,2018,8,8,1.0
UAMS Regional Centers,AR,,Radiology-Diagnostic,1030420A0,420,Radiology-Diagnostic,A,Advanced,2018,3,3,1.0
UAMS Regional Centers,AR,,Unity Health-AR Radiation Oncology,1030430A0,430,Radiation Oncology,A,Advanced,2018,1,1,1.0
UAMS Regional Centers,AR,,Searcy Code Quota Matched General Surgery,1030440C0,440,Surgery-General,C,Categorical,2018,5,5,1.0
UAMS Regional Centers,AR,,Emergency Medicine 2104110C0 6 5 Surg-Prelim/Urology,1030440P1,440,Surgery-General,P,Preliminary,2018,2,2,1.0
Family Medicine 2104120C0 4 1 Charles R Drew University,CA,,Internal Medicine,2104140C0,140,Internal Medicine,C,Categorical,2018,6,3,0.5
Family Medicine 2104120C0 4 1 Charles R Drew University,CA,,Psychiatry,2104400C0,400,Psychiatry,C,Categorical,2018,4,4,1.0
Family Medicine 2104120C0 4 1 Charles R Drew University,CA,,Family Medicine,2114120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Family Medicine 2104120C0 4 1 Charles R Drew University,CA,,White River Health System-AR Psychiatry,2114400C0,400,Psychiatry,C,Categorical,2018,6,6,1.0
Childrens Hospital-LA,CA,,Internal Medicine,1991140C0,140,Internal Medicine,C,Categorical,2018,10,10,1.0
Childrens Hospital-LA,CA,,CALIFORNIA Child Neurology,1031185C0,185,Child Neurology,C,Categorical,2018,3,3,1.0
Childrens Hospital-LA,CA,,Child Neurology,1031185R0,185,Child Neurology,R,Physician (PGY-2 entry),2018,1,1,1.0
Adventist Med Ctr-Hanford,CA,,Pediatrics,1031320C0,320,Pediatrics,C,Categorical,2018,30,30,1.0
Adventist Med Ctr-Hanford,CA,,Pediatrics-Preliminary,1031320P1,320,Pediatrics,P,Preliminary,2018,0,0,
Adventist Med Ctr-Hanford,CA,,Family Medicine,2029120C0,120,Family Medicine,C,Categorical,2018,4,4,1.0
Alameda Health Sys-Highland Hosp,CA,,Pediatrics,1939320C0,320,Pediatrics,C,Categorical,2018,26,26,1.0
Alameda Health Sys-Highland Hosp,CA,,Emergency Medicine,1041110C0,110,Emergency Medicine,C,Categorical,2018,12,12,1.0
Alameda Health Sys-Highland Hosp,CA,,Peds-Prelim/Child Neurology,1939320P0,320,Pediatrics,P,Preliminary,2018,1,1,1.0
Alameda Health Sys-Highland Hosp,CA,,Internal Medicine,1041140C0,140,Internal Medicine,C,Categorical,2018,11,11,1.0
Medicine-Primary 1041140M0 6 6 Chino Valley Med Ctr,CA,,Family Medicine,2150120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Colton Code Quota Matched Citrus Valley Health Partners,CA,,Family Medicine 1047120C0 14 14 Family Medicine,1974120C0,120,Family Medicine,C,Categorical,2018,10,10,1.0
Colton Code Quota Matched Citrus Valley Health Partners,CA,,Internal Medicine,1047140C0,140,Internal Medicine,C,Categorical,2018,12,8,0.6666666666666666
City Of Hope,CA,,Obstetrics-Gynecology,1047220C0,220,Obstetrics-Gynecology,C,Categorical,2018,3,3,1.0
City Of Hope,CA,,Psychiatry,1047400C0,400,Psychiatry,C,Categorical,2018,6,6,1.0
City Of Hope,CA,,Radiation Oncology,1183430A0,430,Radiation Oncology,A,Advanced,2018,1,1,1.0
City Of Hope,CA,,General Surgery,1047440C0,440,Surgery-General,C,Categorical,2018,4,4,1.0
Surgery-Preliminary 1047440P0 4 0 Clinica Sierra Vista,CA,,San Francisco Code Quota Matched Family Medicine,1708120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Surgery-Preliminary 1047440P0 4 0 Clinica Sierra Vista,CA,,Internal Medicine,1061140C0,140,Internal Medicine,C,Categorical,2018,14,14,1.0
College Med Ctr-CA Hemet Valley Med Ctr,CA,,Internal Medicine 2133140C0 1 0 Internal Medicine,2124140C0,140,Internal Medicine,C,Categorical,2018,2,2,1.0
Community Mem Health Sys-CA Huntington Memorial Hosp,CA,,Family Medicine 2018120C0 5 3 Internal Medicine,1044140C0,140,Internal Medicine,C,Categorical,2018,7,0,0.0
Community Mem Health Sys-CA Huntington Memorial Hosp,CA,,Internal Medicine 2018140C0 3 1 Medicine-Preliminary,1044140P0,140,Internal Medicine,P,Preliminary,2018,5,5,1.0
Community Mem Health Sys-CA Huntington Memorial Hosp,CA,,General Surgery,1044440C0,440,Surgery-General,C,Categorical,2018,3,3,1.0
Contra Costa Reg Med Ctr,CA,,Surgery-Preliminary,1044440P0,440,Surgery-General,P,Preliminary,2018,2,2,1.0
Desert Regional Med Ctr,CA,,Family Medicine,1917120C0,120,Family Medicine,C,Categorical,2018,8,7,0.875
Dignity Health Northridge Hosp Med Ctr,CA,,Family Medicine,2037120C0,120,Family Medicine,C,Categorical,2018,9,9,1.0
Dignity Health Northridge Hosp Med Ctr,CA,,Internal Medicine,2037140C0,140,Internal Medicine,C,Categorical,2018,6,6,1.0
Dignity Health Northridge Hosp Med Ctr,CA,,Family Medicine,3036120C1,120,Family Medicine,C,Categorical,2018,8,8,1.0
Dignity Health Northridge Hosp Med Ctr,CA,,Psychiatry,2037400C0,400,Psychiatry,C,Categorical,2018,6,6,1.0
Kaiser Permanente-Los Angeles,CA,,Family Medicine,1140120C0,120,Family Medicine,C,Categorical,2018,7,7,1.0
Kaiser Permanente-Los Angeles,CA,,Dermatology,2055080A0,080,Dermatology,A,Advanced,2018,2,2,1.0
Kaiser Permanente-Los Angeles,CA,,Eisenhower Medical Center-CA Family Med/LA Med Ctr,2055120C0,120,Family Medicine,C,Categorical,2018,9,9,1.0
Kaiser Permanente-Los Angeles,CA,,Rancho Mirage Code Quota Matched Internal Medicine,2055140C0,140,Internal Medicine,C,Categorical,2018,10,10,1.0
Kaiser Permanente-Los Angeles,CA,,Internal Medicine/MPH,2055140C1,140,Internal Medicine,C,Categorical,2018,1,1,1.0
Kaiser Permanente-Los Angeles,CA,,Family Medicine,1485120C0,120,Family Medicine,C,Categorical,2018,12,12,1.0
Kaiser Permanente-Los Angeles,CA,,Internal Med/Research,2055140C2,140,Internal Medicine,C,Categorical,2018,1,1,1.0
Kaiser Permanente-Los Angeles,CA,,Internal Medicine,1485140C0,140,Internal Medicine,C,Categorical,2018,20,20,1.0
Kaiser Permanente-Los Angeles,CA,,Medicine-Preliminary,2055140P0,140,Internal Medicine,P,Preliminary,2018,8,8,1.0
Kaiser Permanente-Los Angeles,CA,,Family Health Ctrs of San Diego-CA Neurology,2055180C0,180,Neurology,C,Categorical,2018,3,1,0.3333333333333333
Kaiser Permanente-Los Angeles,CA,,San Diego Code Quota Matched Obstetrics-Gynecology,2055220C0,220,Obstetrics-Gynecology,C,Categorical,2018,5,5,1.0
Kaiser Permanente-Los Angeles,CA,,Family Medicine 1682120C0 6 6 Pediatrics,2055320C0,320,Pediatrics,C,Categorical,2018,7,7,1.0
Kaiser Permanente-Los Angeles,CA,,Pediatrics-Preliminary,2055320P0,320,Pediatrics,P,Preliminary,2018,1,0,0.0
Glendale Adventist Med Ctr,CA,,Radiology-Diagnostic,2055420C0,420,Radiology-Diagnostic,C,Categorical,2018,3,3,1.0
Glendale Adventist Med Ctr,CA,,Radiation Oncology,2055430A0,430,Radiation Oncology,A,Advanced,2018,2,2,1.0
Glendale Adventist Med Ctr,CA,,Family Medicine 1023120C0 8 8 General Surgery,2055440C0,440,Surgery-General,C,Categorical,2018,4,4,1.0
Glendale Adventist Med Ctr,CA,,Harbor-UCLA Med Ctr-CA Surgery-Preliminary,2055440P0,440,Surgery-General,P,Preliminary,2018,5,5,1.0
Glendale Adventist Med Ctr,CA,,Surg-Prelim/Urology,2055440P1,440,Surgery-General,P,Preliminary,2018,2,2,1.0
Anesthesiology 1067040C0 7 7 Kaiser Permanente-Napa/Solano,CA,,Emergency Medicine 1067110C0 16 16 Family Medicine,1637120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Anesthesiology 1067040C0 7 7 Kaiser Permanente-Napa/Solano,CA,,Family Medicine,1067120C0,120,Family Medicine,C,Categorical,2018,12,12,1.0
Kaiser Permanente-Oakland,CA,,Internal Medicine,1067140C0,140,Internal Medicine,C,Categorical,2018,13,13,1.0
Kaiser Permanente-Oakland,CA,,Med-Prelim/Radiology 1067140P1 4 4 Internal Medicine,1042140C0,140,Internal Medicine,C,Categorical,2018,9,9,1.0
Kaiser Permanente-Oakland,CA,,Med-Prelim/Dermatology 1067140P2 1 1 Internal Medicine/MPH,1042140C1,140,Internal Medicine,C,Categorical,2018,2,2,1.0
Kaiser Permanente-Oakland,CA,,Neurology 1067180C0 3 3 Med-Primary/Equity & Disparities,1042140M0,140,Internal Medicine,M,Primary care,2018,2,2,1.0
Kaiser Permanente-Oakland,CA,,Obstetrics-Gynecology 1067220C0 5 5 Medicine-Preliminary,1042140P0,140,Internal Medicine,P,Preliminary,2018,6,6,1.0
Kaiser Permanente-Oakland,CA,,Orthopaedic Surgery 1067260C0 5 5 Obstetrics-Gynecology,1042220C0,220,Obstetrics-Gynecology,C,Categorical,2018,4,4,1.0
Kaiser Permanente-Oakland,CA,,Pathology 1067300C0 4 4 Otolaryngology,1042280C0,280,Otolaryngology,C,Categorical,2018,2,2,1.0
Kaiser Permanente-Oakland,CA,,Pediatrics 1067320C0 10 10 Pediatrics,1042320C0,320,Pediatrics,C,Categorical,2018,9,9,1.0
Kaiser Permanente-Oakland,CA,,Psychiatry 1067400C0 7 7 Pediatrics/MPH,1042320C1,320,Pediatrics,C,Categorical,2018,1,1,1.0
Kaiser Permanente-Oakland,CA,,Radiology-Diagnostic,1067420A0,420,Radiology-Diagnostic,A,Advanced,2018,6,6,1.0
Kaiser Permanente-Orange Co,CA,,General Surgery,1067440C0,440,Surgery-General,C,Categorical,2018,6,6,1.0
